player_id,name,pos,dob,current_team,year,team,g,pa,hr,r,rbi,sb,avg,normal_hr,normal_r,normal_rbi,normal_sb,normal_avg,z_hr,z_r,z_rbi,z_sb,z_avg,value,cost,drafted
3790,Jayson Nix,2B/3B,30189,Yankees,2014,Steamer,0,1,0,0,0,0,0.22,0,0,0,0,0.22,-1.32,-1.95,-1.89,-0.86,1.84,0.00,0,0
1717,Jason Bay,OF,28753,Mariners,2014,Steamer,0,1,0,0,0,0,0.219,0,0,0,0,0.219,-1.32,-1.95,-1.89,-0.86,1.83,0.00,0,0
98,Ryan Langerhans,OF,29271,Blue Jays,2014,Steamer,0,1,0,0,0,0,0.217,0,0,0,0,0.217,-1.32,-1.95,-1.89,-0.86,1.81,0.00,0,0
6046,Matt Pagnozzi,C,30265,Astros,2014,Steamer,0,1,0,0,0,0,0.217,0,0,0,0,0.217,-1.32,-1.95,-1.89,-0.86,1.81,0.00,0,0
7610,Lou Marson,C,31589,Indians,2014,Steamer,0,1,0,0,0,0,0.216,0,0,0,0,0.216,-1.32,-1.95,-1.89,-0.86,1.79,0.00,0,0
3620,Shelley Duncan,DH/OF,29127,Rays,2014,Steamer,0,1,0,0,0,0,0.215,0,0,0,0,0.215,-1.32,-1.95,-1.89,-0.86,1.78,0.00,0,0
1142,Rick Ankiel,OF,29055,Astros,2014,Steamer,0,1,0,0,0,0,0.212,0,0,0,0,0.212,-1.32,-1.95,-1.89,-0.86,1.75,0.00,0,0
934,Carlos Pena,1B,28627,Royals,2014,Steamer,0,1,0,0,0,0,0.21,0,0,0,0,0.21,-1.32,-1.95,-1.89,-0.86,1.73,0.00,0,0
7419,Mike Nickeas,C,30360,Blue Jays,2014,Steamer,0,1,0,0,0,0,0.21,0,0,0,0,0.21,-1.32,-1.95,-1.89,-0.86,1.73,0.00,0,0
9442,Brandon Bantz,C,31784,Mariners,2014,Steamer,0,1,0,0,0,0,0.21,0,0,0,0,0.21,-1.32,-1.95,-1.89,-0.86,1.73,0.00,0,0
934,Carlos Pena,1B,28627,Astros,2014,Steamer,0,1,0,0,0,0,0.21,0,0,0,0,0.21,-1.32,-1.95,-1.89,-0.86,1.73,0.00,0,0
9871,Bryan Anderson,C,31762,White Sox,2014,Steamer,16,65,1,7,6,1,0.227,0.015384615,0.107692308,0.092307692,0.015384615,0.003492308,-0.29,0.37,0.11,0.15,-0.48,-0.01,0,0
1824,Humberto Quintero,C,29069,Mariners,2014,Steamer,8,32,1,3,3,0,0.226,0.03125,0.09375,0.09375,0,0.0070625,0.78,0.07,0.14,-0.86,-0.44,-0.01,0,0
877,John Hester,C,30573,Angels,2014,Steamer,8,32,1,3,3,0,0.219,0.03125,0.09375,0.09375,0,0.00684375,0.78,0.07,0.14,-0.86,-0.44,-0.01,0,0
1825,David DeJesus,OF,29209,Rays,2014,Steamer,105,472,8,56,43,6,0.249,0.016949153,0.118644068,0.091101695,0.012711864,0.000527542,-0.18,0.60,0.08,-0.03,-0.51,-0.01,0,0
2216,Don Kelly,OF,29266,Tigers,2014,Steamer,57,236,5,25,24,2,0.24,0.021186441,0.105932203,0.101694915,0.008474576,0.001016949,0.11,0.33,0.31,-0.30,-0.50,-0.01,0,0
7389,David Adams,3B,31912,Yankees,2014,Steamer,11,46,1,5,5,0,0.251,0.02173913,0.108695652,0.108695652,0,0.005456522,0.14,0.39,0.46,-0.86,-0.46,-0.02,0,0
9542,Steve Clevenger,C,31507,Orioles,2014,Steamer,8,33,1,3,3,0,0.251,0.03030303,0.090909091,0.090909091,0,0.007606061,0.72,0.01,0.08,-0.86,-0.43,-0.02,0,0
8879,Ryan Lavarnway,C/DH,31996,Red Sox,2014,Steamer,13,53,1,6,6,0,0.253,0.018867925,0.113207547,0.113207547,0,0.004773585,-0.05,0.49,0.56,-0.86,-0.46,-0.02,0,0
5751,Hernan Perez,2B,33323,Tigers,2014,Steamer,8,33,0,3,3,1,0.25,0,0.090909091,0.090909091,0.03030303,0.007575758,-1.32,0.01,0.08,1.13,-0.43,-0.02,0,0
9423,Chris McGuiness,1B,32244,Rangers,2014,Steamer,40,165,4,16,17,1,0.23,0.024242424,0.096969697,0.103030303,0.006060606,0.001393939,0.31,0.14,0.34,-0.46,-0.50,-0.03,0,0
4556,James Loney,1B,30809,Rays,2014,Steamer,128,536,11,58,59,3,0.271,0.020522388,0.108208955,0.110074627,0.005597015,0.000505597,0.06,0.38,0.49,-0.49,-0.51,-0.04,0,0
6165,Irving Falu,2B,30473,Royals,2014,Steamer,3,13,0,1,1,0,0.258,0,0.076923077,0.076923077,0,0.019846154,-1.32,-0.30,-0.22,-0.86,-0.30,-0.04,0,0
6740,Johnny Giavotella,2B,31968,Royals,2014,Steamer,28,113,1,12,11,2,0.276,0.008849558,0.10619469,0.097345133,0.017699115,0.002442478,-0.73,0.34,0.22,0.30,-0.49,-0.04,-1,0
10346,J.R. Murphy,C,33371,Yankees,2014,Steamer,5,20,0,2,2,0,0.24,0,0.1,0.1,0,0.012,-1.32,0.20,0.28,-0.86,-0.39,-0.04,-1,0
4900,Robert Andino,2B/SS,30797,Mariners,2014,Steamer,5,20,0,2,2,0,0.234,0,0.1,0.1,0,0.0117,-1.32,0.20,0.28,-0.86,-0.39,-0.04,-1,0
2178,Brendan Harris,SS,29459,Angels,2014,Steamer,5,20,0,2,2,0,0.226,0,0.1,0.1,0,0.0113,-1.32,0.20,0.28,-0.86,-0.39,-0.04,-1,0
9461,Thomas Neal,OF,32006,Yankees,2014,Steamer,3,14,0,1,1,0,0.269,0,0.071428571,0.071428571,0,0.019214286,-1.32,-0.41,-0.34,-0.86,-0.31,-0.05,-1,0
5928,Daric Barton,1B,31275,Athletics,2014,Steamer,65,268,5,31,26,2,0.254,0.018656716,0.115671642,0.097014925,0.007462687,0.000947761,-0.07,0.54,0.21,-0.37,-0.50,-0.05,-1,0
2498,Jemile Weeks,2B,31803,Athletics,2014,Steamer,49,218,2,25,17,5,0.257,0.009174312,0.114678899,0.077981651,0.02293578,0.001178899,-0.71,0.52,-0.20,0.64,-0.50,-0.05,-1,0
3878,Chris Stewart,C,30001,Yankees,2014,Steamer,32,126,2,12,11,2,0.23,0.015873016,0.095238095,0.087301587,0.015873016,0.001825397,-0.25,0.10,0.00,0.18,-0.49,-0.06,-1,0
5503,Corban Joseph,1B/2B,32444,Yankees,2014,Steamer,16,67,1,7,7,0,0.252,0.014925373,0.104477612,0.104477612,0,0.003761194,-0.32,0.30,0.37,-0.86,-0.47,-0.07,-1,0
9689,Josh Thole,C,31713,Blue Jays,2014,Steamer,8,32,0,3,3,0,0.245,0,0.09375,0.09375,0,0.00765625,-1.32,0.07,0.14,-0.86,-0.43,-0.08,-1,0
3972,Andy Parrino,2B/SS,31351,Athletics,2014,Steamer,8,32,0,3,3,0,0.227,0,0.09375,0.09375,0,0.00709375,-1.32,0.07,0.14,-0.86,-0.44,-0.08,-1,0
3411,Drew Butera,C,30537,Twins,2014,Steamer,8,32,0,3,3,0,0.2,0,0.09375,0.09375,0,0.00625,-1.32,0.07,0.14,-0.86,-0.45,-0.08,-1,0
13047,Munenori Kawasaki,SS,29740,Blue Jays,2014,Steamer,40,162,1,17,13,4,0.237,0.00617284,0.104938272,0.080246914,0.024691358,0.001462963,-0.91,0.31,-0.15,0.76,-0.50,-0.08,-1,0
193,Carlos Triunfel,SS,32931,Mariners,2014,Steamer,6,26,0,2,2,0,0.244,0,0.076923077,0.076923077,0,0.009384615,-1.32,-0.30,-0.22,-0.86,-0.41,-0.08,-1,0
8259,Kurt Suzuki,C,30593,Athletics,2014,Steamer,73,290,6,29,30,2,0.244,0.020689655,0.1,0.103448276,0.006896552,0.000841379,0.07,0.20,0.35,-0.41,-0.50,-0.08,-1,0
5942,Jesus Sucre,C,32263,Mariners,2014,Steamer,8,33,0,3,3,0,0.241,0,0.090909091,0.090909091,0,0.00730303,-1.32,0.01,0.08,-0.86,-0.44,-0.08,-1,0
4251,Stephen Drew,SS,30391,Red Sox,2014,Steamer,138,565,12,58,56,5,0.232,0.021238938,0.102654867,0.099115044,0.008849558,0.000410619,0.11,0.26,0.26,-0.28,-0.51,-0.09,-1,0
7331,Seth Smith,OF,30224,Athletics,2014,Steamer,69,292,7,30,29,1,0.234,0.023972603,0.102739726,0.099315068,0.003424658,0.00080137,0.29,0.26,0.26,-0.64,-0.51,-0.10,-1,0
5275,Francisco Cervelli,C,31477,Yankees,2014,Steamer,24,98,1,10,9,1,0.242,0.010204082,0.102040816,0.091836735,0.010204082,0.002469388,-0.64,0.25,0.10,-0.19,-0.49,-0.10,-1,0
1738,Jhonny Peralta,SS,30099,Tigers,2014,Steamer,130,530,11,52,57,4,0.263,0.020754717,0.098113208,0.10754717,0.00754717,0.000496226,0.08,0.16,0.44,-0.37,-0.51,-0.10,-1,0
11287,Bryan Holaday,C,32100,Tigers,2014,Steamer,49,195,3,19,19,2,0.238,0.015384615,0.097435897,0.097435897,0.01025641,0.001220513,-0.29,0.15,0.22,-0.19,-0.50,-0.12,-1,0
6153,Eduardo Escobar,3B/SS,32513,Twins,2014,Steamer,65,264,3,26,23,5,0.245,0.011363636,0.098484848,0.087121212,0.018939394,0.00092803,-0.56,0.17,0.00,0.38,-0.50,-0.14,-2,0
3231,Brayan Pena,C,29958,Tigers,2014,Steamer,57,225,4,20,23,2,0.258,0.017777778,0.088888889,0.102222222,0.008888889,0.001146667,-0.12,-0.04,0.32,-0.28,-0.50,-0.14,-2,0
6677,J.B. Shuck,OF,31946,Angels,2014,Steamer,81,347,2,39,28,8,0.276,0.005763689,0.112391931,0.080691643,0.023054755,0.000795389,-0.94,0.47,-0.14,0.65,-0.51,-0.16,-2,0
10231,Jose Iglesias,3B/SS,32878,Red Sox,2014,Steamer,146,568,6,57,52,12,0.257,0.01056338,0.100352113,0.091549296,0.021126761,0.000452465,-0.61,0.21,0.09,0.52,-0.51,-0.17,-2,0
10231,Jose Iglesias,3B/SS,32878,Tigers,2014,Steamer,146,568,6,57,52,12,0.257,0.01056338,0.100352113,0.091549296,0.021126761,0.000452465,-0.61,0.21,0.09,0.52,-0.51,-0.17,-2,0
9284,Chris Herrmann,C/OF,32105,Twins,2014,Steamer,40,170,2,16,15,2,0.223,0.011764706,0.094117647,0.088235294,0.011764706,0.001311765,-0.53,0.08,0.02,-0.09,-0.50,-0.17,-2,0
3856,Jeff Keppinger,2B,29332,White Sox,2014,Steamer,49,206,3,21,20,1,0.271,0.014563107,0.101941748,0.097087379,0.004854369,0.001315534,-0.34,0.24,0.21,-0.54,-0.50,-0.19,-2,0
10099,Dustin Ackley,2B,32199,Mariners,2014,Steamer,131,560,9,62,52,6,0.25,0.016071429,0.110714286,0.092857143,0.010714286,0.000446429,-0.24,0.43,0.12,-0.16,-0.51,-0.20,-2,0
4243,Jose Lobaton,C,30976,Rays,2014,Steamer,45,179,3,16,16,1,0.228,0.016759777,0.089385475,0.089385475,0.005586592,0.001273743,-0.19,-0.03,0.05,-0.49,-0.50,-0.21,-3,0
25,Jose Molina,C,27548,Rays,2014,Steamer,73,286,4,27,26,3,0.23,0.013986014,0.094405594,0.090909091,0.01048951,0.000804196,-0.38,0.08,0.08,-0.17,-0.51,-0.26,-3,0
9807,Ryan Goins,2B,32186,Blue Jays,2014,Steamer,57,234,2,22,21,3,0.24,0.008547009,0.094017094,0.08974359,0.012820513,0.001025641,-0.75,0.07,0.05,-0.02,-0.50,-0.27,-3,0
3336,Alberto Callaspo,2B/3B,30425,Athletics,2014,Steamer,97,402,7,42,39,2,0.256,0.017412935,0.104477612,0.097014925,0.004975124,0.000636816,-0.15,0.30,0.21,-0.53,-0.51,-0.27,-3,0
3336,Alberto Callaspo,2B/3B,30425,Angels,2014,Steamer,97,402,7,42,39,2,0.256,0.017412935,0.104477612,0.097014925,0.004975124,0.000636816,-0.15,0.30,0.21,-0.53,-0.51,-0.27,-3,0
6073,Brendan Ryan,SS,30036,Yankees,2014,Steamer,81,320,3,30,25,6,0.221,0.009375,0.09375,0.078125,0.01875,0.000690625,-0.69,0.07,-0.20,0.37,-0.51,-0.31,-4,0
6073,Brendan Ryan,SS,30036,Mariners,2014,Steamer,81,320,3,30,25,6,0.221,0.009375,0.09375,0.078125,0.01875,0.000690625,-0.69,0.07,-0.20,0.37,-0.51,-0.31,-4,0
4191,Yunel Escobar,SS,30257,Rays,2014,Steamer,122,507,7,54,47,5,0.258,0.013806706,0.106508876,0.09270217,0.009861933,0.000508876,-0.39,0.34,0.12,-0.21,-0.51,-0.33,-4,0
